date,time,reporter_role,assigned_department,urgency,incident_description
2025-12-02,11:05 AM,Sister-in-Charge - Labour Room,Supply Department,High,Received macrodrip sets instead of microdrip for oxytocin inductions; induction list is full this afternoon. Kindly exchange to microdrip immediately and correct the pick list for LR.
2025-12-02,12:25 PM,Cafeteria Manager,Dietary and Food Services,Medium,Cafeteria ran out of curd and fruit by 12:20 despite clear weather; par levels underestimated for staff rush. Please adjust forecast and reorder.
2025-12-03,01:40 PM,Canteen Manager,Security,Medium,Visitor reported handbag missing at canteen. Request CCTV review of canteen corridor and exit gates.
2025-12-03,07:30 AM,Theatre Stores Assistant,Facility Management,High,Light rain seeped under sterile store door; cartons damp—need door seal and drain check.
2025-12-03,07:30 AM,Pharmacist - Inpatient Pharmacy,Supply Department,High,Morning rain delayed the SPC insulin (Human 30/70) delivery; ward stock will last only till evening. Please follow up with the courier and arrange temporary drawdown from buffer stock.
2025-12-03,07:55 AM,CSSD Supervisor,Quality Assurance department,High,"After morning drizzle, several sterile linen packs felt cool/damp on opening, though indicators turned. Please audit CSSD drying parameters and quarantine suspect loads."
2025-12-03,08:05 AM,Food Safety Officer,Dietary and Food Services,High,"Salad chiller logged 11°C after a humid, rainy morning; condensate noted on shelves. All ready-to-eat salads quarantined pending temperature recovery and QA check."
2025-12-03,08:55 PM,RMO - Casualty,Human Resources,Critical,Locum MO on duty had no current SLMC renewal in the file. Please verify credentials and suspend further locum shifts until cleared.
2025-12-03,09:05 AM,Lab Manager,Finance and Account,Low,Printer ribbon smudge on 12 lab invoices; totals are unreadable. Need reprint and finance countersign so the batch can be posted today.
2025-12-03,10:22 AM,Pharmacist - OPD Dispensary,IT,Medium,Inventory quantities are not syncing to the Pharmacy queue; HL7/ORM messages appear queued since 08:50 after the brief morning drizzle.
2025-12-03,11:05 AM,Physiotherapist,Housekeeping Department,High,Rehab gym floor feels sticky after disinfectant spill. Needs thorough clean before afternoon sessions to avoid falls.
2025-12-03,11:10 AM,MLT - Microbiology,Transport,High,Please send motorbike/van courier for CSF sample to Central Lab within 30 minutes; morning showers delayed routine pickup.
2025-12-03,11:22 AM,CSSD Supervisor,Biomedical Engineering,Critical,Main autoclave aborts at 126°C during sterilization phase; likely temp sensor or steam valve fault. Need repair and revalidation today.
2025-12-04,02:18 PM,HR Executive,IT,Medium,New nursing interns cannot log into the HIS; AD accounts created but roles/permissions for ward access are missing from the profile template.
2025-12-04,05:30 PM,Sister-in-Charge - Isolation Unit,Housekeeping Department,High,Patient discharged from Isolation Room 2 (MDR risk). Require terminal cleaning with chlorine per ICN protocol before next admission.
2025-12-04,10:15 AM,Hospital Stores Officer,Biomedical Engineering,Low,"New syringe pumps (10 units) received; require acceptance testing, electrical safety, and calibration before issuing to wards."
2025-12-04,10:20 AM,Transport Supervisor,Human Resources,High,November OT for ambulance drivers during the dengue transfers is missing from payroll. Kindly audit and process arrears before mid‑month.
2025-12-04,10:25 AM,Hospital Administrator (On Duty),Reception,Medium,"Radiology has shifted to Block B, but lobby signage still points to old corridor. Reception to post temporary arrows and brief front-desk staff."
2025-12-04,12:05 PM,Staff Nurse – Nephrology (Ward 14B),Dietary and Food Services,High,Renal diet patient received dhal with added salt and tomato (not K+ restricted). Tray returned; request immediate review of diet ticket and cook’s sheet.
2025-12-05,01:10 PM,Lab Technologist - Haematology,Supply Department,High,Eight sleeves of lavender-top EDTA tubes failed vacuum on QC; same lot differs from the delivery note. Request immediate replacement and lot reconciliation before further issue to OPD phlebotomy.
2025-12-05,03:05 PM,Radiology Registrar,Transport,Critical,Stroke code: transfer patient from ETU to CT urgently with oxygen and monitor; porter not arrived and slot is ready.
2025-12-05,03:20 PM,Ward Clerk - Female Surgical,Finance and Account,High,"Patient’s implant (code IM-PT-42) got billed twice after theatre. Please raise a credit note, correct AR, and update insurer pre-auth to avoid short-settlement."
2025-12-05,03:40 PM,Radiographer - OPD X-Ray,Biomedical Engineering,High,CR reader producing vertical banding artifacts after brief afternoon rain; please inspect scanner optics and calibrate detector.
2025-12-05,04:45 PM,Pharmacist,Facility Management,High,Pharmacy storeroom RH at 70%; dehumidifier not working after brief rain; risk to stock.
2025-12-05,06:40 PM,Catering Manager,Quality Assurance department,High,Rainwater tracked from loading bay into meal assembly; floor wet near veg prep. Request QA food-safety assessment and corrective actions on drainage and door seals.
2025-12-05,08:10 PM,ICU Medical Officer,Security,High,"Unknown male attempted ICU entry after visiting hours, insisting to see a patient. Security needed to verify ID and remove."
2025-12-05,08:50 AM,Front Desk Executive,Reception,Medium,NIC card scanner at registration is not reading—humidity causing repeated errors. Reception to switch to manual log and arrange vendor check.
2025-12-05,09:15 AM,Kitchen Helper – Pantry,Dietary and Food Services,Medium,Ant trail observed inside sugar bin; lid not sealed after morning tea round. Request pest control notification and replacement of contaminated sugar.
2025-12-05,09:30 AM,Nursing Tutor - Training School,Human Resources,Medium,Orientation hall was over capacity; 12 new nurses missed HR onboarding modules. Request a makeup session and update of training records.
2025-12-05,09:30 AM,Medical Officer - OPD,Quality Assurance department,Medium,OPD patient complained Sinhala consent unavailable for incision and drainage; English form used. QA to review patient-rights materials and MoH language compliance.
2025-12-05,12:20 PM,Paediatric Ward Nurse,Facility Management,Medium,Handwash sink trap leaking in Bay 2; steady drip forming puddle.
2025-12-06,06:40 AM,Theatre Matron,IT,High,OR schedule board is not pulling today’s list from HIS; last night’s OR module update may have broken the cache and the first case is due at 07:30.
2025-12-06,10:12 AM,Theatre Attendant,Housekeeping Department,Critical,Soiled linen bag tore on transfer; trolley and corridor patch contaminated. Need red bag replacements and immediate biohazard clean.
2025-12-06,10:40 AM,Dietary Supervisor,Dietary and Food Services,Medium,Puree station blender jar cracked during prep; minced/pureed diets due at 11:30. Need spare jar issued and damaged unit removed.
2025-12-07,03:10 PM,Administrative Officer - Security,Human Resources,High,Vendor guards at Gate 3 reported without police clearance letters. HR to enforce credential checks and restrict duty until documents are verified.
2025-12-07,03:55 PM,Maintenance Supervisor,IT,High,Humidity alert in the old Surgical Block network rack; AC is weak ahead of evening rain and the core switch fans are over-speeding with rising error packets.
2025-12-07,05:55 PM,Front Office Supervisor,Finance and Account,Medium,Weekend eChanneling commissions not accrued in the ledger; consultant share sheets are ready. Please post accrual to avoid end-of-month disputes.
2025-12-07,06:20 PM,Porter – OT Corridor,Dietary and Food Services,High,Hot meal trolley skidded and two rice trays spilled near theatre. Require immediate resupply and area sanitisation by dietary staff.
2025-12-07,06:35 PM,Security Officer - Main Lobby,Reception,High,Evening rain pushed crowds into the lobby; queues merged near lifts. Reception to direct visitors to correct wards and coordinate security barriers.
2025-12-07,06:40 PM,On-call Pharmacist,Supply Department,High,Refrigerated erythropoietin consignment arrived late during evening rain; ice packs partly melted and logger not downloaded. Supply to verify temperature records and decide accept/return urgently.
2025-12-07,06:50 PM,OPD Floor Attendant,Security,Medium,Evening rain made OPD ramp slippery; several near-falls at entrance. Please cordon and redirect foot traffic until mopped.
2025-12-07,07:20 AM,Nursing Officer - OPD Triage,Reception,High,Early bus group for diabetic clinic arrived together; counters not open yet. Reception to open an extra counter and alert triage for flow.
2025-12-07,07:55 PM,Theatre Manager,Biomedical Engineering,High,"After evening rain, UPS room for theatres has moisture near floor conduits; ELCB tripped once. Request earthing resistance check and UPS inspection before first case."
2025-12-07,08:10 PM,Security Supervisor,Quality Assurance department,Medium,"Due to evening rain crowding, visitors used side stair; handrail loose and no warning. Please arrange QA safety audit of escape routes and contractor rectification."
2025-12-07,08:20 AM,Ward Sister - Orthopaedics (Ward 3),Transport,Medium,Need tilting wheelchair and two porters to take post-op hip patient to Physio; limited mobility and pain.
2025-12-07,08:25 AM,Theatre Matron - OT,Supply Department,High,Sterile gloves delivered today are short of size 6.0; wrong size mix in three cartons. Please swap with correct sizes before first list starts.
2025-12-07,08:40 PM,Ambulance Driver - Unit 04,Transport,High,Rear tyre puncture on return from DGH; spare wheel missing; rain starting—request roadside support or replacement ambulance.
2025-12-07,08:50 PM,ETU Duty MO,Facility Management,Critical,Leak through light fitting over triage bed during evening rain; electrical hazard.
2025-12-07,08:55 PM,ETU Medical Officer,Housekeeping Department,High,Evening rain left ETU ambulance bay slippery. Please mop urgently and place wet floor signs as stretchers are moving through.
2025-12-07,09:28 PM,ETU Nurse-in-Charge,IT,Critical,"After the rain started, ETU Wi‑Fi is down; COW tablets can’t open EHR triage, and the ceiling AP shows red on the PoE switch."
2025-12-07,10:35 AM,Procurement Officer,Finance and Account,High,SLIPS payment to oxygen supplier returned (wrong account number). Shipment on hold until remitted. Urgent reprocessing needed with correct bank details.
2025-12-07,10:45 PM,Ward Sister - Surgical,Human Resources,Critical,Two nurses reported inappropriate remarks by a Senior MO during night round. Request immediate HR‑led inquiry under the harassment policy.
2025-12-08,01:00 PM,OPD Nurse,Dietary and Food Services,Medium,Cafeteria chicken curry not clearly marked Halal/non-Halal at lunch. Please add signage and separate ladles to maintain compliance.
2025-12-08,03:10 PM,Admin Officer,Facility Management,Medium,Fire exit Stair B—exit sign and landing light are out; please restore.
2025-12-08,10:45 AM,MO - Radiology,Supply Department,Medium,Iohexol 350 mg I/ml (100 ml) lot expiring end-Jan; our usage is low. Request redistribution to CT in Theatre/ICU and adjustment in inventory to avoid expiry.
2025-12-09,01:25 PM,Accounts Assistant,Finance and Account,Medium,"LankaQR settlements from Sunday OPD aren’t reflecting in BOC statement; cashier Z-tape shows Rs. 148,600 collected. Need reconciliation with the bank."
2025-12-09,05:55 PM,Transport Supervisor,Security,High,Suspected attempt to remove a staff motorcycle from back parking; plate partly covered. Need CCTV pull and gate hold.
2025-12-09,06:50 AM,ETU Nurse,Biomedical Engineering,Critical,Defibrillator daily self-test failed; battery internal resistance high and energy delivery not verified. Need battery change and calibration urgently.
2025-12-09,07:15 AM,Housekeeping Supervisor,Facility Management,High,Early rain blew in through main lobby doors; missing bottom seal; slippery tiles.
2025-12-09,07:30 AM,Stores Clerk (Produce),Dietary and Food Services,Medium,Leafy greens wilting in vegetable room; humidity felt high after early light rain. Request rotation and exhaust fan check to protect salad quality.
2025-12-09,07:35 AM,Nursing Officer - Ward 7,Housekeeping Department,Medium,Muddy footprints on Stairwell 2 after early showers. Quick clean needed before shift change rush.
2025-12-09,09:05 AM,Consultant Radiologist,Human Resources,Medium,Light rain delayed a shortlisted radiographer by 12 minutes; panel declined to proceed. Please review fairness and set a weather grace rule.
2025-12-09,09:15 AM,Sister - Paediatric Ward,Supply Department,High,Neonatal nasal prongs (premie size) stockout; morning delivery delayed after light rain. Please release from reserve and place urgent order to MSD.
2025-12-09,10:22 AM,MLT - Microbiology,Quality Assurance department,High,Microbiology received sputum without BHT number and ward label mismatch; near-miss caught. Seek QA reinforcement of specimen ID policy and ward audit.
2025-12-09,11:10 AM,Lab Technologist,Reception,Medium,External lab courier is waiting at front desk with samples; lab not called. Reception to ring Lab Ext. 210 and log handover.
2025-12-09,12:06 PM,Laboratory Technologist,IT,High,LIS results stopped posting to HIS since 11:30; the HL7 interface service seems stopped after a brief power flicker earlier today.
2025-12-09,12:32 PM,MLT - Blood Bank,Transport,Critical,Urgent blood run: 2 units O negative required in OT now for suspected ruptured ectopic; need immediate porter/runner.
2025-12-10,02:05 PM,Physiotherapy In-Charge,Biomedical Engineering,Medium,Two ultrasound therapy units borderline on leakage current during safety check; require PAT re-test and servicing before patient sessions.
2025-12-10,02:05 PM,Ward Sister - 8A,Quality Assurance department,Medium,Three BHTs discharged from Ward 8A lacked MO signature on reconciliation page. Request QA documentation compliance check and quick refresher for MOs.
2025-12-10,02:25 PM,Consultant Anaesthetist,Facility Management,Critical,Theatre 2 medical air outlet showing pressure fluctuations during case; check pipeline/regulator.
2025-12-10,03:10 PM,Clinical Dietitian – ICU,Dietary and Food Services,High,Renal-specific enteral formula down to 12 tins with two ICU patients dependent; supplier lead time reportedly 3 days. Please expedite procurement and arrange interim stock.
2025-12-10,04:25 PM,Chief Pharmacist,Human Resources,Medium,Probation review for a pharmacy technician lapsed due to HOD leave. Request formal extension to avoid automatic confirmation.
2025-12-10,10:35 PM,"House Officer, Medicine",Security,Medium,Request Security escort for two female interns to quarters; path behind dialysis unit poorly lit tonight.
2025-12-11,01:05 PM,ICU Nursing Officer,Facility Management,High,ICU AHU fault; humidity high and condensate dripping near Bed 4.
2025-12-11,01:30 PM,Infection Control Nurse (ICN),Quality Assurance department,High,OPD hand rub dispensers empty in three bays during humid rush; observed compliance drop. Need QA to run rapid PDSA and restocking audit.
2025-12-11,01:37 PM,Hospital Administrator - IT Liaison,IT,Medium,Appointment SMS gateway is throttling post-lunch (possibly after the thunder); messages are queued and tomorrow’s OPD turnout may be affected without advisories.
2025-12-11,02:10 PM,Admin Officer - Facilities Desk,Housekeeping Department,High,"Water dripping in OPD pharmacy corridor after thunder shower. Request containment, mopping, and caution boards till engineering arrives."
2025-12-11,02:10 PM,Ambulance Coordinator,Transport,High,Thunderstorms are disrupting radio; please switch inter-facility transfer crews to backup channel and confirm ETAs for two active runs.
2025-12-11,02:20 PM,Cafeteria Cashier,Dietary and Food Services,High,Leak over salad bar during heavy rain; droplets on sneeze guard. Discard exposed dishes and cover station until safe; request urgent clean-up and liaison for repair.
2025-12-11,03:05 PM,Switchboard Operator,Reception,High,Afternoon storm causing multiple dropped external calls to clinics. Reception to activate the backup contact list and route via staff mobiles.
2025-12-11,03:05 PM,Biomedical Technician,Security,Medium,Two OPD-facing CCTV domes fogged after showers; request increased Security rounds and manual entrance monitoring until cleared.
2025-12-11,03:18 PM,MRI Technologist,Biomedical Engineering,Critical,"MRI chiller alarm and gradient cabinet temp high after power sag during thunder; system in standby. Please stabilize power, check cooling, and liaise with vendor."
2025-12-11,03:30 PM,Stores Keeper - Surgical Stores,Supply Department,High,Metal clips on wound dressing sets show rust specks after today’s damp conditions. Quarantining 4 cartons; need vendor inspection and immediate replacement.
2025-12-11,04:59 PM,Consultant Pediatrician,IT,High,E‑prescribing hangs while saving; other HIS pages are fine. Looks like a DB deadlock since the noon patch—clinic is ongoing.
2025-12-11,05:50 PM,Resident Medical Officer - ETU,Quality Assurance department,High,Triage timestamps missing in HIS for 25 minutes during thunder-related network outage. Please verify QA downtime SOP adherence and data back-entry.
2025-12-11,05:55 PM,Duty Administrator,Facility Management,High,Power flicker with thunder; Block B generator started but ATS chattered; lights dipped twice.
2025-12-11,06:22 PM,ETU Charge Nurse,Housekeeping Department,Critical,Yellow clinical waste bins overfilled; sharps mistakenly in general bin during surge. Need urgent segregation and pickup.
2025-12-11,07:25 PM,Senior House Officer - ETU,Transport,High,Ambulance 06 heavily soiled after vomiting case; require full sanitization and restock before night calls.
2025-12-11,07:40 AM,Nursing Supervisor - OPD,Human Resources,Medium,Morning thunder showers delayed the staff shuttle; many clock‑ins were late. Please mark attendance as weather‑excused for today.
2025-12-11,08:20 PM,Treasury Cashier,Finance and Account,High,"Evening cash-up shows Rs. 12,000 variance; notes were damp after the rain and got stuck during count. Request recount with CCTV review and variance note for audit."
2025-12-11,09:12 AM,Ward Nurse - Medical 3,Biomedical Engineering,High,Portable suction trolley gives mild tingling on touch in damp corridor; plug top warm. Request electrical safety test and adapter replacement if needed.
2025-12-11,09:30 AM,Medical Records Officer,Reception,Medium,Registration rejecting old‑format NICs with the letter suffix. Reception to guide staff on old vs 12‑digit formats and request IT to adjust validation.
2025-12-11,11:22 AM,Maternity Ward Sister,Security,Critical,Infant tag alarm triggered (Code Pink) in postnatal ward; humidity may have affected sensor. Immediate exit checks and sweep needed.
2025-12-11,11:48 AM,Insurance Coordinator,Finance and Account,High,Agrahara batch for Ward 7 rejected—missing hospital rubber stamp on discharge summaries. Resubmission window closes Friday; need stamping and re-upload today.
2025-12-11,11:55 AM,Consultant Anaesthetist,Supply Department,High,Nitroglycerin 50 mg/10 ml infusion vials not supplied for two cycles; theatres running on last 4 vials. Please expedite LPO or emergency procurement via SPC.
2025-12-11,12:45 PM,Catering Supervisor,Dietary and Food Services,High,Thunderstorm tripped bain-marie; gravies on the line measured 52–55°C. Hold service for those items and reheat per SOP.
2025-12-12,01:15 PM,Medical Education Unit Coordinator,Human Resources,High,BLS certificates for three MOs expired last week. Kindly schedule immediate recertification and update compliance records.
2025-12-12,02:20 PM,ICU Nurse,Supply Department,High,Enteral feeding giving sets received have non-compatible spikes with our pumps. Request immediate exchange to the specified set and correction of future orders.
2025-12-12,04:10 PM,HR Officer,Finance and Account,High,December festival advance not credited for six housekeeping staff after bank file upload. Please run an off-cycle CEFTS transfer before tomorrow.
2025-12-12,08:03 AM,Finance Manager - Billing,IT,High,Day-end close for 11/12 failed; AR reconciliation is off by one batch and the job log shows index lock on the billing schema.
2025-12-12,09:12 AM,Physiotherapist,Quality Assurance department,Medium,"Lift stopped unevenly at 2nd floor; patient’s walker caught momentarily, no injury. Request QA safety review and vendor compliance check."
2025-12-12,09:15 AM,ICU Medical Officer,Transport,High,"Transfer ventilated patient to CT; need stretcher team with portable ventilator, oxygen, and monitor checked."
2025-12-12,09:18 AM,Main Gate Receptionist,Security,Medium,Visitor attempted to bring an arrack bottle to Surgical Ward. Please search and deny entry as per policy.
2025-12-12,09:35 AM,Administrative Officer,Facility Management,Medium,Ceiling tile sagging outside Accounts; brown stain visible; risk of fall.
2025-12-12,09:48 PM,Anaesthetist,Housekeeping Department,Critical,Post-emergency C-section theatre has blood spills on floor and scrub area. Require terminal clean before next case.
2025-12-12,10:12 AM,Security Officer - Gate,Reception,Critical,Male at Gate 1 reporting chest pain en route to ETU. Reception to dispatch a wheelchair/porter and pre-alert ETU.
2025-12-12,11:00 AM,Procurement Officer,Biomedical Engineering,Low,"ENT theatre requests operating microscope upgrade; need Biomed spec review (illumination, focal length, ceiling load) before tender."
2025-12-12,11:55 AM,Ward Nurse – Cardiology,Dietary and Food Services,High,Low-salt dhal and regular dhal labels swapped on the tray line. Caught prior to serving; need relabel and quick huddle with serving staff.
2025-12-13,01:40 PM,Clinic Coordinator - ENT,Reception,Medium,eChannelling list doesn’t match hospital registry; several duplicate bookings for ENT clinic. Reception to reconcile names and renumber tokens.
2025-12-13,04:25 PM,CSSD Supervisor,Housekeeping Department,High,Returned linen stock feels damp; humidity increased with evening rain. Please re-dry or rewash and check store ventilation.
2025-12-13,04:30 PM,Stores Officer (Theatre),Finance and Account,Medium,Implant vendor invoice lacks GRN attachment; payment can’t be processed. Vendor has warned credit hold before Monday lists—please advise on temporary approval.
2025-12-13,04:55 PM,Medical Officer - Nephrology Ward,Transport,Medium,Please reschedule non-emergency transfer to Teaching Hospital Hematology from 6:00 PM to 8:00 PM; dialysis finishing late.
2025-12-13,06:10 PM,Housekeeping Supervisor,Human Resources,High,Evening rain slowed staff arrivals; casuals are disputing weekend rates citing a new circular. Need HR clarification and revised letters.
2025-12-13,07:05 PM,Nurse In-Charge - Dialysis Unit,Quality Assurance department,High,Two dialyzers found past expiry on open shelf; quarantined before use. Please conduct QA/pharmacy stock-rotation audit and revise bin labelling.
2025-12-13,07:10 PM,Kitchen Supervisor,Dietary and Food Services,Medium,LPG pressure dropped and chapati line slowed; dinner to wards delayed 20 minutes. Request spare cylinder staging near hot line.
2025-12-13,07:10 PM,Laundry Supervisor,Supply Department,Medium,"Chlorine bleach drums appear weak/diluted and current stock is low; linen loads increased after evening showers. Please test concentration, reject if substandard, and deliver fresh stock."
2025-12-13,07:15 AM,Radiographer - X-Ray,IT,Medium,New DR panel is not getting an IP via DHCP; PACS workstation can’t see the device—please check VLAN tagging and firewall rules.
2025-12-13,07:25 PM,Housekeeping Team Lead,Reception,Medium,Ceiling drip near main desk after evening rain; forms box getting wet. Reception to shift the counter forward and place caution signs while maintenance arrives.
2025-12-13,08:10 PM,Labour Room Sister,Facility Management,High,"After evening rain, gully overflow in anteroom; foul backflow through floor drain."
2025-12-13,08:25 PM,MO Anaesthesia,Biomedical Engineering,High,Main OT surgical light head flickers intermittently after evening rain; suspect ballast or loose neutral in pendant. Please inspect before morning list.
2025-12-13,08:35 AM,MLT - Blood Bank,Quality Assurance department,Critical,Transfusion request received with allergy field blank; O-neg emergency issue halted at bench. Urgently require QA-led RCA and ward retraining.
2025-12-13,08:42 PM,Security Supervisor,IT,High,"After the evening showers, both biometric terminals at Staff Gate 2 are offline; HR attendance upload to HIS shows ‘server unavailable’."
2025-12-13,08:47 PM,MO OPD,Security,High,"Patient became verbally aggressive at pharmacy window, pounding shutter for sedatives. Security to de-escalate and remove from area."
2025-12-13,09:15 AM,Finance Executive,Finance and Account,Critical,Consultant revenue share SLIPS file uploaded twice by mistake. Need urgent stop payment with the bank and reversal entry before EOD.
2025-12-13,11:30 AM,OPD Attendant,Housekeeping Department,High,OPD public toilets heavily soiled; handwash empty. Need deep clean and restock before afternoon clinic.
2025-12-14,07:45 AM,Dialysis In-Charge Nurse,Biomedical Engineering,High,Haemodialysis machine No. 4 shows conductivity drift ±0.6 mS/cm; failed calibration with standard. Request recalibration and sensor cartridge change.
2025-12-14,08:05 AM,Administrative Officer - OPD,Supply Department,Medium,OPD ticket and prescription paper nearing finish; morning crowd is heavy. Kindly release two reams each to counters and update routine distribution.
2025-12-14,08:20 AM,Ward Matron - Maternity,Human Resources,High,Staff Nurse due for confinement next week; maternity leave approval still pending. Please expedite sanction and arrange temporary replacement.
2025-12-14,09:08 AM,Transport Clerk,Transport,Medium,Fuel card for Ambulance 05 rejected at CPC pump; vehicle at quarter tank before scheduled rural clinic transfer.
2025-12-14,11:20 AM,Security Chief,Facility Management,Medium,OPD hydrant cabinet seal broken; nozzle missing; replace and reseal.
2025-12-14,12:15 PM,Medical Officer – Ward 7,Dietary and Food Services,Medium,Vegetarian patient received fish curry despite preference noted. Please update ward list and segregate ladles to prevent cross-service.
2025-12-15,01:05 PM,Paediatric Consultant,Housekeeping Department,High,Isolation cubicle vomitus on floor; soiled linen bag full. Request biohazard clean with 0.5% chlorine and immediate linen change.
2025-12-15,02:10 PM,Visitor Services Volunteer Coordinator,Reception,Low,Visitor badge printer ribbon nearly finished; prints are faint. Reception to replace ribbon before 4–6 pm visiting.
2025-12-15,04:18 PM,Records Officer - MRD,Quality Assurance department,High,Original OT consent missing; only faint scan in MRD file for today’s list. QA to assess accreditation risk and enforce pre-op document verification.
2025-12-15,05:30 AM,Ward Sister - NICU,Biomedical Engineering,Critical,Incubator in NNU bed 6 overshooting to 38.8°C at set 36.5°C; alarm muted earlier. Require immediate calibration and isolation from use.
2025-12-15,05:50 PM,Ward Clerk (Male Surgical),Facility Management,Medium,Corridor handrail near MS-3 is loose and wobbly; fix brackets.
2025-12-15,06:30 AM,Pharmacy In-Charge,Security,Critical,"Tampered padlock found at controlled drug cage during morning check. Request urgent seal, scene protection, and CCTV review (11 PM–5 AM)."
2025-12-15,11:00 AM,Billing Systems Admin,Finance and Account,High,New dialysis package mapped with 0% VAT; today’s bills undercharged. Need rate correction and back-billing for morning sessions.
2025-12-15,11:35 AM,Accounts Clerk - Payroll,Human Resources,High,New Lab Technologist EPF number mismatches ETF record; bank rejected salary credit. HR to correct master data and issue amendment.
2025-12-16,01:50 PM,Pediatric Ward Sister,Human Resources,Medium,Rain caused sudden school closures; multiple nurses requested short‑notice Childcare Leave. Need HR guidance on compassionate/no‑pay allocation today.
2025-12-16,02:00 PM,ETU Nurse-in-Charge,Facility Management,High,Heavy rain causing canopy gutter overflow; water splashing at ETU doorway.
2025-12-16,02:05 PM,Claims Scanning Clerk,Finance and Account,Medium,The feeder jammed yesterday; Allianz e-claims now aging past 14 days. Request priority scanning and finance sign-off for late submission.
2025-12-16,02:20 PM,Front Office Executive,Security,High,Rain pushed excess visitors into lobby; many refusing to leave post visiting time. Need Security to enforce hours and clear lifts.
2025-12-16,02:21 PM,Ward Clerk - Medical Ward 3,IT,High,During the downpour the UPS kept beeping; thin clients reboot and RDP sessions to HIS drop every few minutes—switch may be browning out.
2025-12-16,02:50 PM,Theatre Charge Nurse,Biomedical Engineering,Critical,"During case in OT1, diathermy caused RCD to trip twice amid afternoon rain; likely moisture ingress at ceiling pendant. Need urgent insulation testing and repair."
2025-12-16,03:10 PM,Sister-in-Charge - Paediatric Ward,Housekeeping Department,High,Rainwater tracked on veranda and play area during visiting hours. Need continuous mopping and wet floor signage.
2025-12-16,03:30 PM,Stores Assistant – Main Stores,Dietary and Food Services,Medium,Afternoon rain blew into loading bay; milk powder cartons became damp at base. Need integrity check and move to raised pallets.
2025-12-16,04:05 PM,ETU Charge Nurse,Reception,Critical,Ambulance pre-alert through reception landline was distorted during rain. Reception to confirm via mobile and alert ETU without delay.
2025-12-16,04:40 PM,Stores Assistant - Main Stores,Supply Department,High,"Downpour during unloading soaked outer cartons of 0.9% saline 1L. Request joint inspection for wicking, repacking with vendor, and fast-track replacement for damaged boxes."
2025-12-16,04:48 PM,OPD Medical Officer,Transport,Medium,Rain pooling at OPD front; request transport marshals and extra wheelchairs to divert pickups to rear entrance until dry.
2025-12-16,04:55 PM,OPD Nurse,Security,Medium,Attender reports wallet missing in OPD Bay C. Please review cameras and detain suspected pickpocket near ticket counter.
2025-12-16,05:42 PM,Infection Control Nurse,Housekeeping Department,High,"Temporary biomedical waste bay shows mixed general and yellow bags after downpour. Please re-segregate, relabel, and move to central store."
2025-12-16,06:30 PM,Ward 7 Sister,Facility Management,Medium,Dirty utility exhaust not drawing after rain; strong odour persists.
2025-12-16,06:40 PM,Hospital Administrator,Finance and Account,Medium,OPD revenue down ~22% today due to afternoon showers. Please revise mid-month cashflow forecast to ensure payroll cover on the 25th.
2025-12-16,07:02 PM,On-call Medical Officer,IT,High,"Telemedicine link inside HIS to the peripheral clinic won’t connect; VPN tunnel latency spikes >600 ms since the rain, patient waiting now."
2025-12-16,08:30 AM,CSSD Supervisor,Supply Department,High,"Bowie–Dick indicator sheets show pre-reaction spots, likely from humidity ingress. Need immediate replacement stock and review of storage conditions with Supply."
2025-12-16,08:35 AM,Security Officer - Gate,Reception,Medium,Supplier with oxygen cylinders waiting at entrance unsure of route. Reception to guide to Main Stores and inform Biomedical Unit.
2025-12-16,08:55 PM,Housekeeping Supervisor,Quality Assurance department,High,Lobby mats saturated post-rain; detergent residue left floor slick and signage inadequate. Please review wet-floor SOP with QA and monitor compliance.
2025-12-16,09:20 AM,ICU Senior Nurse,Biomedical Engineering,High,Ventilator on Bed 3 delivering tidal volumes below set; suspect blocked flow sensor from humidifier condensate. Please service and verify calibration.
2025-12-16,10:22 AM,Theatre Matron,Transport,High,Lift 2 down—require porter team to move bariatric patient from Ward 8 to OT via service corridor with extra straps.
2025-12-16,11:40 AM,Biomedical Engineer,Quality Assurance department,High,OPD ECG machine showed leakage-current alarm after humid morning; removed from service. Request QA to coordinate safety checks and preventive maintenance audit.
2025-12-17,02:05 PM,Medical Registrar,Human Resources,Medium,Study leave approvals for upcoming PGIM exams appear uneven across units. Request transparent criteria and an appeal process.
2025-12-17,09:05 AM,Supplies Officer,Security,Medium,Unregistered gas cylinder vendor at service gate without gate pass. Security to stop entry and verify with Procurement.
2025-12-17,10:10 AM,Payroll Officer,Finance and Account,High,EPF/ETF e-Return rejected—employer reference changed after system upgrade. Deadline is the 20th; need corrected file and bank confirmation.
2025-12-17,10:30 AM,Blood Bank Technologist,Biomedical Engineering,Medium,New blood bank refrigerator installed; requires 24-hour temperature mapping and alarm verification before stocking blood units.
2025-12-18,06:50 AM,Nurse - Renal Unit,Supply Department,Critical,Dialyzers F6HPS nearly out; morning sessions at risk. Please arrange urgent issue from central stores and confirm expedited procurement—backorder noted with supplier.
2025-12-18,08:20 AM,Theatre Matron,Housekeeping Department,Medium,Two OR gowns returned from laundry with visible stains. Request rewash and check wash cycle logs.
2025-12-18,08:40 AM,OPD Ticket Counter Clerk,Facility Management,High,Counter 2 socket sparks when fan is switched on; cracked faceplate.
